ID,question,short_answers
47055,Answer the question concisely with only the answer: where did the blue moon get its name? Answer:,"Applied to the third moon in a season with four moons, Thus correcting the timing of the last month of a season that would have otherwise been expected too early"
9459,Answer the question concisely with only the answer: what does the term piercing the corporate veil mean? Answer:,To treat the rights or duties of a corporation as the rights or liabilities of its shareholders
46521,Answer the question concisely with only the answer: what is the current world record for shot put? Answer:,23.12 m
72156,Answer the question concisely with only the answer: when did justice league come out in canada? Answer:,"November 17, 2017"
48717,Answer the question concisely with only the answer: who was the voice of the elephant in sing? Answer:,Tori Kelly
51266,Answer the question concisely with only the answer: who sang what is love baby don't hurt me? Answer:,Hathaway
80211,Answer the question concisely with only the answer: who was the longest running contestant on jeopardy? Answer:,Kenneth Wayne Jennings III
79032,Answer the question concisely with only the answer: who played the guitar solo on my sharona? Answer:,Burton Averse
77749,Answer the question concisely with only the answer: elevation above which it is too cold for trees to grow? Answer:,Tree line
71763,Answer the question concisely with only the answer: where does the story take place in the great gatsby? Answer:,The fictional town of West and East Egg on prosperous Long Island
50928,Answer the question concisely with only the answer: how many bytes did each character require for extended ascii characters? Answer:,A single byte
46929,Answer the question concisely with only the answer: what type of earthquake caused the tsunami in japan? Answer:,Undersea megathrust earthquake
55895,Answer the question concisely with only the answer: what is the main purpose of the brain? Answer:,To exert centralized control over the other organs of the body
53770,Answer the question concisely with only the answer: when does season 2 of iron fist take place? Answer:,After the events of The Defenders
57793,Answer the question concisely with only the answer: where did the california golden seals move to? Answer:,Cleveland
67968,Answer the question concisely with only the answer: what are the exceptions to attorney client privilege? Answer:,"The communication was made in the presence of individuals who were neither attorney nor client, Or was disclosed to such individuals, The communication was made for the purpose of committing a crime or tort, The client has waived the privilege (for example by publicly disclosing the communication)"
67950,Answer the question concisely with only the answer: where will the ncaa football championship game be played? Answer:,"Mercedes - Benz Stadium in Atlanta, Georgia"
57256,Answer the question concisely with only the answer: who is the current forest minister of punjab? Answer:,Sadhu Singh Dharamsot
70361,Answer the question concisely with only the answer: when does ark survival of the fittest come out? Answer:,"March 2016, August 26, 2017"
56137,Answer the question concisely with only the answer: when did the 7 digit phone number start? Answer:,1947
1142,Answer the question concisely with only the answer: when did doctor who come back in 2005? Answer:,26 March
57442,Answer the question concisely with only the answer: why does the plague doctor have a long nose? Answer:,Was a type of respirator which contained aromatic items
6962,Answer the question concisely with only the answer: how many teams in football world cup 2018? Answer:,32
28021,Answer the question concisely with only the answer: what's the horse called in toy story? Answer:,Bullseye
36784,Answer the question concisely with only the answer: who fought on what side in the french and indian war? Answer:,"The two main enemies of the British colonists : the royal French forces and the various American Indian forces allied with them. The British colonists were supported at various times by the Iroquois, Catawba, And Cherokee, And the French colonists were supported by Abenaki Confederacy members Abenaki and Mi'KMA, And Algonquin, Le nape, Ojibwa, Ottawa, Shawnee, And Wyandot."
69995,Answer the question concisely with only the answer: who played mrs tibbs in the heat of the night? Answer:,Anne - Marie Johnson
66691,Answer the question concisely with only the answer: the things we do for love song artist? Answer:,10cc
10260,Answer the question concisely with only the answer: where is clostridium tetani found in the body? Answer:,Gastrointestinal tract
10143,Answer the question concisely with only the answer: who's the mayor of south bend indiana? Answer:,Peter Paul Montgomery Buttigieg
2268,Answer the question concisely with only the answer: what is the name of sierra leone president? Answer:,Julius Mazda Bio
31904,Answer the question concisely with only the answer: where did the last name parker come from? Answer:,Old French
32434,Answer the question concisely with only the answer: who played gimli in the lord of the rings movies? Answer:,John Rays - Davies
37953,Answer the question concisely with only the answer: large trash island in the middle of the pacific? Answer:,Great Pacific garbage patch
57273,Answer the question concisely with only the answer: when were the winter olympics held in italy? Answer:,"1956, 2006"
47308,Answer the question concisely with only the answer: macao was a colony of what european country? Answer:,Portugal
82648,Answer the question concisely with only the answer: which russian leader defeated the tatars at the battle of kazan? Answer:,Johann Michelson
54821,Answer the question concisely with only the answer: when was harry potter and the deathly hallows book released? Answer:,21 July 2007
14490,Answer the question concisely with only the answer: what is the function of the leaning tower of pisa? Answer:,Freestanding bell tower
12038,Answer the question concisely with only the answer: who wrote angels from the realms of glory? Answer:,Scottish poet James Montgomery
64420,Answer the question concisely with only the answer: where does king math have to keep his feet? Answer:,In the lap of a virgin
5930,Answer the question concisely with only the answer: who sings be prepared in the lion king? Answer:,"Jeremy Irons, Church Marin, Jim Cummings, Whoop Goldberg, John Victory, Kevin Cahoot, Stanley Wayne Mathis, Tracy Nicole Chapman"
56793,Answer the question concisely with only the answer: when was pirates of the caribbean 4 made? Answer:,106 days between June and November 2010
55398,Answer the question concisely with only the answer: who is the actor that plays robbie rotten? Answer:,Stefan Karl Stephenson
47321,Answer the question concisely with only the answer: who is being welcomed in the new colossus? Answer:,The Statue of Liberty
8747,Answer the question concisely with only the answer: what is the route number of the pacific coast highway? Answer:,State Route (SR)
6971,Answer the question concisely with only the answer: what is ed sheerans song nancy mulligan about? Answer:,"The story of how his grandparents, William Sheer an, A Protestant from Belfast, Northern Ireland and Nancy Mulligan, A Catholic from Republic of Ireland, met, Fell in love during the Second World War and got married at the Oxford border"
71204,Answer the question concisely with only the answer: when is the next series of celebs go dating? Answer:,February 2018
54581,Answer the question concisely with only the answer: when was the last time the cincinnati reds had a winning season? Answer:,1990
16129,Answer the question concisely with only the answer: failure of the testes to descend into the scrotum at birth? Answer:,Cryptorchidism
12360,Answer the question concisely with only the answer: who played carol in the first episode of friends? Answer:,Barony
73347,Answer the question concisely with only the answer: where is mammoth mountain located on a map? Answer:,"West of the town of Mammoth Lakes, California"
37003,Answer the question concisely with only the answer: when is the last time the smashing pumpkins toured? Answer:,2016
26807,Answer the question concisely with only the answer: who was the inventer of the spinning jenny? Answer:,James Hargreaves
53009,Answer the question concisely with only the answer: what is the botanical name of siam weed? Answer:,Chromolaena data
85647,Answer the question concisely with only the answer: which larger record company leased records from stax records? Answer:,Atlantic
82728,Answer the question concisely with only the answer: religious universities in the islamic world are called? Answer:,Madrasa
49937,Answer the question concisely with only the answer: where is the redwood national park located in california? Answer:,Del Norte and Humboldt Counties
61737,Answer the question concisely with only the answer: where does the san fermin festival take place? Answer:,"Pamplona, Navarre, Spain"
73397,Answer the question concisely with only the answer: what is the nationwide health promotion and disease prevention plan? Answer:,Healthy People
82817,Answer the question concisely with only the answer: the members of american cabinet are appointed after the approval of? Answer:,Senate
18686,Answer the question concisely with only the answer: when does the big 12 men's tournament start? Answer:,March to 10
82496,Answer the question concisely with only the answer: who won the icc t20 world cup 2016? Answer:,The West Indies
52092,Answer the question concisely with only the answer: where did allied troops land on d day? Answer:,Normandy
17713,Answer the question concisely with only the answer: when did the battle of fort sumter happen? Answer:,"April 12 -- 13, 1861"
30321,Answer the question concisely with only the answer: when was the ark of the covenant lost? Answer:,587 BC
7306,Answer the question concisely with only the answer: where does it say an eye for an eye? Answer:,"The Code of Hammurabi, The Hebrew Bible"
5406,Answer the question concisely with only the answer: when is the story of my antonia set? Answer:,Towards the end of the 19th century
36337,Answer the question concisely with only the answer: what is the mean of rx in medical? Answer:,prescription
5154,Answer the question concisely with only the answer: when was the last time the pro bowl was played in hawaii? Answer:,2016
44235,Answer the question concisely with only the answer: when do you get your white coat in medical school? Answer:,Before the first year begins
45786,Answer the question concisely with only the answer: what was the intent of the immigration act of 1965? Answer:,"Maintained the per - country limits, But also created preference visa categories that focused on immigrants' skills and family relationships with citizens or U.S. residents"
26826,Answer the question concisely with only the answer: what is the significance of the seven rooms in the palace? Answer:,Each dedicated to one of the then known planets and their associated titular Roman deity
75224,Answer the question concisely with only the answer: creative and performing arts high school camden nj? Answer:,Creative Arts Morgan Village Academy (CA MVA)
81940,Answer the question concisely with only the answer: how many seasons are there of happy days? Answer:,eleven
6103,Answer the question concisely with only the answer: how many african american soldiers served in ww2? Answer:,"125,000"
43716,Answer the question concisely with only the answer: where is the under 17 world cup final being played? Answer:,India
47029,Answer the question concisely with only the answer: when did baby driver come out in theaters? Answer:,"June 28, 2017"
55176,Answer the question concisely with only the answer: who plays chaka from land of the lost? Answer:,Norma Vaccine
57580,Answer the question concisely with only the answer: who played guitar on bat out of hell? Answer:,Todd Lindgren
6756,Answer the question concisely with only the answer: who played el guapo in the three amigos? Answer:,Alfonso Arab Incháustegui
62889,Answer the question concisely with only the answer: how many medals has canada won in the 2018 olympics? Answer:,29
68830,Answer the question concisely with only the answer: who posted the ninety-five theses on a church door effectively creating protestantism? Answer:,Luther
83989,Answer the question concisely with only the answer: when does the nun come out in theaters? Answer:,"September, 2018"
16397,Answer the question concisely with only the answer: who was the maid on the brady bunch? Answer:,Ann Bradford Davis
20398,Answer the question concisely with only the answer: what was finland's currency before the euro? Answer:,The Finnish markka
84,Answer the question concisely with only the answer: where do the ilium the ischium and the pubis meet? Answer:,acetabulum
23232,Answer the question concisely with only the answer: what is the type of government in fiji? Answer:,Parliamentary representative democratic republic
281,Answer the question concisely with only the answer: just before texas became a us state in 1845 texas was? Answer:,Annexed to the United States of America
4384,Answer the question concisely with only the answer: where does the thoracic duct drain lymph from? Answer:,"The systemic (blood) circulation at the angle of the left subclavian and internal jugular veins as a single trunk, At the commencement of the brachiocephalic vein"
72491,Answer the question concisely with only the answer: who appoints the chief justice of supreme court of india? Answer:,The outgoing CGI
23247,Answer the question concisely with only the answer: what's the largest jail in the united states? Answer:,Cook County Jail
62320,Answer the question concisely with only the answer: how are saturn's moon titan and neptune's triton similar? Answer:,Geologically active
70491,Answer the question concisely with only the answer: when is game of thrones next book coming out? Answer:,2018 or later
30312,Answer the question concisely with only the answer: what book of the bible is the ten commandments in? Answer:,"Exodus, Deuteronomy"
19483,Answer the question concisely with only the answer: what is the tagline of swachh bharat abhiyan? Answer:,One step towards cleanliness
21456,Answer the question concisely with only the answer: a picture of three lions is seen in the national emblem of india what is written underneath it? Answer:,Truth Alone Triumphs
6037,Answer the question concisely with only the answer: who controlled the majority of the decision making in the roman republic? Answer:,Assemblies
51876,Answer the question concisely with only the answer: rosa from orange is the new black actress? Answer:,Barbara Rosenberg
3699,Answer the question concisely with only the answer: when did the song rockin robin come out? Answer:,1958
85125,Answer the question concisely with only the answer: who plays the voice of the little mermaid? Answer:,Jodi Marie Marjoram Benson
10970,Answer the question concisely with only the answer: what identifies the number of protons in the nucleus of an atom? Answer:,The atomic number or proton number (symbol Z)
18268,Answer the question concisely with only the answer: who played cindy brady in a very brady christmas? Answer:,Jennifer Runyon
1339,Answer the question concisely with only the answer: what is the height of mount olympus in greece? Answer:,", 918 meters (,573 ft)"
10406,Answer the question concisely with only the answer: who won the men's single final at wimbledon? Answer:,Novak Djokovic
78611,Answer the question concisely with only the answer: who invented the first curling iron in 1872? Answer:,Marcel Gateau
29821,Answer the question concisely with only the answer: when did islam split between sunni and shiite? Answer:,632AD
50618,Answer the question concisely with only the answer: dean’s blue hole is one of deepest? Answer:,Salt water blue hole
41028,Answer the question concisely with only the answer: when does lay a way start at walmart? Answer:,Late summer
49754,Answer the question concisely with only the answer: when did the first digital camera come out? Answer:,1975
20511,Answer the question concisely with only the answer: why were 11 miles of the cuckoo trail sold in 1986? Answer:,To reduce expenditure
45813,Answer the question concisely with only the answer: when was beauty and the beast cartoon made? Answer:,1991
84766,Answer the question concisely with only the answer: who had the biggest influence on cuban music culture? Answer:,West African and European (especially Spanish)
80965,Answer the question concisely with only the answer: who sang stay first black stone cherry or florida georgia line? Answer:,Black Stone Cherry
78029,Answer the question concisely with only the answer: who wore red uniforms in the civil war? Answer:,The British Army
59399,Answer the question concisely with only the answer: when did weed become legal for recreational use in washington? Answer:,"December, 2012"
50764,Answer the question concisely with only the answer: what is the largest fish in lake erie? Answer:,sturgeon
20467,Answer the question concisely with only the answer: normal breaths per minute for 10 year old? Answer:,17 -- 23
40596,Answer the question concisely with only the answer: what is the age limit for ias exam in india? Answer:,Not have attained the age of 32 years
33415,Answer the question concisely with only the answer: where is the 2022 world cup going to be played? Answer:,Qatar
42574,Answer the question concisely with only the answer: when did the forbidden city became a museum? Answer:,1925
22070,Answer the question concisely with only the answer: when do the dallas cowboys and the houston texans play? Answer:,The Cowboys and Texans have been scheduled to play each other in the preseason whenever they are not scheduled to meet in the regular season
23097,Answer the question concisely with only the answer: who sings learn to love again with pink? Answer:,Nate Guess
72158,Answer the question concisely with only the answer: desire under the elms is inspired by the myth of? Answer:,"Phaedra, Hippolytus, Theseus"
70252,Answer the question concisely with only the answer: why is there a 2 term limit for presidents? Answer:,Accumulating too much power
6176,Answer the question concisely with only the answer: how many perfect games have been pitched in major league baseball history? Answer:,23
35582,Answer the question concisely with only the answer: who was the taj mahal built in honour of? Answer:,Wife of Shah Japan
9023,Answer the question concisely with only the answer: who played quasimodo in the hunchback of notre dame? Answer:,Charles Laugh ton
17658,Answer the question concisely with only the answer: who said truth justice and the american way? Answer:,The comic - book character Superman
73862,Answer the question concisely with only the answer: who plays mad max in mad max fury road? Answer:,Tom Hardy
41121,Answer the question concisely with only the answer: who plays the rich kid in little rascals? Answer:,Blake Cover Ewing
38719,Answer the question concisely with only the answer: when will the movie justice league be released? Answer:,"November 17, 2017"
63254,Answer the question concisely with only the answer: film location of mama mia here we go again? Answer:,"Croatia, Including the island of Vi's, Shepparton Studios in Surrey, England"
74347,Answer the question concisely with only the answer: who was tara dating on the walking dead? Answer:,Denise Cloud
10691,Answer the question concisely with only the answer: who wrote the songs for three dog night? Answer:,"Paul Williams (`` An Old Fashioned Love Song ''), Host Anton (`` Joy to the World ''), Laura Nero (`` Eli's Coming' ''), Harry Wilson (`` One ''), Randy Newman (`` Mama Told Me Not to Come ''), Leo Layer (`` The Show Must Go On '')"
62870,Answer the question concisely with only the answer: when did the walking dead comic books come out? Answer:,2003
46302,Answer the question concisely with only the answer: when does the sun turn into a red giant? Answer:,In about to a billion years
82269,Answer the question concisely with only the answer: where does need for speed payback take place? Answer:,Fortune Valley
11494,Answer the question concisely with only the answer: where will world cup be held in 2022? Answer:,Qatar
21500,Answer the question concisely with only the answer: who sang you're a mean one mr grinch in the 2000 movie? Answer:,Jim Carrey
57302,Answer the question concisely with only the answer: when does the rest of season 7 of suits start? Answer:,"March 28, 2018"
56122,Answer the question concisely with only the answer: who decides who gets the congressional medal of honor? Answer:,The President of the United States in the name of the U.S. Congress
2137,Answer the question concisely with only the answer: when was the samsung galaxy note 5 released? Answer:,"August 21, 2015"
11612,Answer the question concisely with only the answer: who sings dream weaver on leon's commercial? Answer:,Kevin Quiet
42905,Answer the question concisely with only the answer: how far is missouri city tx from houston tx? Answer:,17 miles
15047,Answer the question concisely with only the answer: what is the function of home key in computer? Answer:,Primarily used to return the cursor to the beginning of the line where the cursor is located
1201,Answer the question concisely with only the answer: who is the person that drives the train? Answer:,engineer
80544,Answer the question concisely with only the answer: what does said the spider to the fly mean? Answer:,To indicate a false offer of help or friendship that is in fact a trap
59492,Answer the question concisely with only the answer: who raised the indian ambulance corp during the boer war? Answer:,"Mahatma Gandhi, Local Indian community"
59436,Answer the question concisely with only the answer: when did the new star wars movies come out? Answer:,2015
68507,Answer the question concisely with only the answer: who sings the song back in the day when i was young? Answer:,Ahmad
37203,Answer the question concisely with only the answer: what's the name of the broncos stadium? Answer:,"Sports Authority Field at Mile High, Previously known as UNESCO Field at Mile High, And commonly known as Mile High, New Mile High or Mile High Stadium"
38755,Answer the question concisely with only the answer: what year did they put the strip in the 100 dollar bill? Answer:,1990
41848,Answer the question concisely with only the answer: how big is the screen on a samsung galaxy s5? Answer:,a. - inch (130 mm) 1080p Super AMOLED panel
82785,Answer the question concisely with only the answer: who was the little girl in the grinch that stole christmas? Answer:,Taylor Michel Mom sen
46038,Answer the question concisely with only the answer: where did the 2006 world cup take place? Answer:,In Germany
47618,Answer the question concisely with only the answer: what was the original name of the cincinnati reds? Answer:,Cincinnati Red Stockings
83419,Answer the question concisely with only the answer: where do salmon spend most of their lives? Answer:,In the saltwater in oceans
50279,Answer the question concisely with only the answer: what is the state of matter of sulfuric acid? Answer:,"Colorless odorless syrupy liquid that is soluble in water, In a reaction that is highly exothermic"
65592,Answer the question concisely with only the answer: which type of information system manages a document through all the stages of its processing? Answer:,Business process
22593,Answer the question concisely with only the answer: what did oates do in hall and oates? Answer:,Plays electric guitar and provides backing vocals
67673,Answer the question concisely with only the answer: total number of goals in the world cup 2018? Answer:,169
40156,Answer the question concisely with only the answer: conquistador who defeated the incan empire in peru? Answer:,Francisco Pizarro
30205,Answer the question concisely with only the answer: who paid for the building of wembley stadium? Answer:,"Sport England, WNS (Wembley National Stadium Limited), The Football Association, The Department for Culture Media and Sport, The London Development Agency"
28331,Answer the question concisely with only the answer: where are strongest winds found in a hurricane? Answer:,In the eyeball and the right front quadrant
56489,Answer the question concisely with only the answer: how many u.s. senators are there and how long is a senator's term? Answer:,"100 U.S. Senators, Terms of six years"
76799,Answer the question concisely with only the answer: the cat in the hat boy and girl? Answer:,"Dakota Fanning, 1971 TV special"
8964,Answer the question concisely with only the answer: age to run for us house of representatives? Answer:,25
40592,Answer the question concisely with only the answer: where did the fulton fish market move to? Answer:,In Hunts Point in the Bronx
9862,Answer the question concisely with only the answer: what is the phantom of the opera based on? Answer:,Partly inspired by historical events at the Paris Opera during the nineteenth century and an apocryphal tale concerning the use of a former ballet pupil's skeleton in Carl Maria von Weber's 1841 production of Her Freischütz
26139,Answer the question concisely with only the answer: who holds the most points in a nba game? Answer:,Wilt Chamberlain
21977,Answer the question concisely with only the answer: where was the first olympic hockey game held? Answer:,"Antwerp, Belgium"
6358,Answer the question concisely with only the answer: what part of the beef is skirt steak? Answer:,plate
86084,Answer the question concisely with only the answer: where is the blarney stone located in the castle? Answer:,"The battlements of Blarney Castle, Blarney"
40365,Answer the question concisely with only the answer: when did journey get a new lead singer? Answer:,1977
68506,Answer the question concisely with only the answer: who sang i want to make it with you? Answer:,The pop - rock group Bread
14637,Answer the question concisely with only the answer: who plays nicky's father on animal kingdom? Answer:,C. Thomas Howell
48866,Answer the question concisely with only the answer: glycolysis occurs in the part of the cell called the? Answer:,cytosol
84864,Answer the question concisely with only the answer: who has the most thrown interceptions in nfl history? Answer:,Brett Favre
34213,Answer the question concisely with only the answer: what state are the aleutian islands part of? Answer:,Alaska
63839,Answer the question concisely with only the answer: when does the season of criminal minds start? Answer:,"September 27, 2017 in a new time slot at 10 : 00PM on Wednesday"
35931,Answer the question concisely with only the answer: when did the smoky mountains become a national park? Answer:,1940
39611,Answer the question concisely with only the answer: who sings meant to be with bebe rexha? Answer:,American country music duo Florida Georgia Line
31254,Answer the question concisely with only the answer: who plays ricky on the secret life of an american teenager? Answer:,Daren Maxwell Karloff
24905,Answer the question concisely with only the answer: who was the first to notice that distant galaxies were red shifted with respect to closer stars? Answer:,Christian Doppler
37611,Answer the question concisely with only the answer: his character on home improvement is tim the toolman taylor? Answer:,Tim Allen
69572,Answer the question concisely with only the answer: when did magic the gathering first come out? Answer:,1993
39001,Answer the question concisely with only the answer: where is the arabian desert located on the map? Answer:,From Yemen to the Persian Gulf and Oman to Jordan and Iraq
79595,Answer the question concisely with only the answer: how many countries qualify from each continent for the world cup? Answer:,32
20264,Answer the question concisely with only the answer: where did they get the idea for stranger things? Answer:,"Started with how the brothers felt they could take the concept of the 2013 film Prisoners, Detailing the moral struggles a father goes through when his daughter is kidnapped, And expand it out over eight or so hours in a serialized television approach"
35698,Answer the question concisely with only the answer: when does the tv show 911 come out? Answer:,"January, 2018"
84747,Answer the question concisely with only the answer: when was the rh bill passed into law? Answer:,"December 21, 2012"
55814,Answer the question concisely with only the answer: how did tahini die in the good place? Answer:,"A statue of her sister fell on her at the Rock and Roll Hall of Fame in Cleveland, Ohio"
37933,Answer the question concisely with only the answer: when did puerto rico become part of the usa? Answer:,Treaty of Paris
38182,Answer the question concisely with only the answer: who plays the twins on a series of unfortunate events? Answer:,Jacqueline and Joyce Robbins
52634,Answer the question concisely with only the answer: when did dark shadows start airing in color? Answer:,"August 11, 1967"
60317,Answer the question concisely with only the answer: when did mariah careys all i want for christmas come out? Answer:,"November, 1994"
14444,Answer the question concisely with only the answer: when did the mob lose control of las vegas? Answer:,1966
24538,Answer the question concisely with only the answer: who is the founder of clash of clan game? Answer:,Finnish game developer Supercell
8009,Answer the question concisely with only the answer: when was the old tappan zee bridge built? Answer:,"Construction started in March 1952 and the bridge opened to traffic on December 15, 1955"
7561,Answer the question concisely with only the answer: when does lucas and peyton leave one tree hill? Answer:,"Season six, finale"
53388,Answer the question concisely with only the answer: what is the meaning of the name ottilie? Answer:,"`` prosperous in battle '', `` riches '', `` prosperous '' or `` wealth ''"
31735,Answer the question concisely with only the answer: who said i shall never surrender or retreat? Answer:,William Barrel Travis
65076,Answer the question concisely with only the answer: who invented the game five nights at freddy's? Answer:,Scott Cartoon
32159,Answer the question concisely with only the answer: who played the original creature from the black lagoon? Answer:,"Ben Chapman on land, Rico Browning underwater"
76379,Answer the question concisely with only the answer: when is season 2 of tokyo ghoul coming out? Answer:,"January, 2015, To March 26, 2015"
20354,Answer the question concisely with only the answer: who is the singer of bengali film sathi? Answer:,Bijou (Meet)
876,Answer the question concisely with only the answer: where did the chicago bulls play before the united center? Answer:,Chicago Stadium
37977,Answer the question concisely with only the answer: who is the creator of dungeons and dragons? Answer:,"Ernest Gary Gaga, Dave Arson"
69730,Answer the question concisely with only the answer: in the periodic table the elements that are adjacent to the stair step are called? Answer:,metalloid
14075,Answer the question concisely with only the answer: when does harry potter find out he's a wizard? Answer:,On his eleventh birthday
13156,Answer the question concisely with only the answer: which type of software has no restrictions from the copyright holder and can be modified? Answer:,`` free '' or `` open - source. ''
56789,Answer the question concisely with only the answer: who played seth on little house on the prairie? Answer:,Seth (played by Willie Games)
20535,Answer the question concisely with only the answer: mention conditions under which ohm's law is applicable? Answer:,Current through a conductor between two points is directly proportional to the voltage across the two points
48265,Answer the question concisely with only the answer: how many fouls you get in the nba? Answer:,"Five personal fouls over the course of a 40 - minute game, Six in a 48 - minute game"
28347,Answer the question concisely with only the answer: what are the 2 types of visual arts? Answer:,"Fine art, Decorative arts and crafts"
50876,Answer the question concisely with only the answer: who is the host of season 4 spring baking championship? Answer:,Ali Khan
48835,Answer the question concisely with only the answer: maximum steam pressure in locomotive boiler in bar? Answer:,", 700 psi (11.72 MPA)"
439,Answer the question concisely with only the answer: who sings the country song light it up? Answer:,Luke Bryan
21341,Answer the question concisely with only the answer: what is the rate of corporation tax uk? Answer:,A flat rate of 20 %
45521,Answer the question concisely with only the answer: who won the battle of hastings in 1066? Answer:,Norman
47156,Answer the question concisely with only the answer: who is the actor that played in split? Answer:,James McEvoy
63355,Answer the question concisely with only the answer: when did the kraft heinz merger take place? Answer:,2015
8871,Answer the question concisely with only the answer: name the three compositional style periods of stravinksy? Answer:,"Russian period, Neoclassical period, Serial period"
61725,Answer the question concisely with only the answer: what is the book the adventures of tom sawyer about? Answer:,A young boy growing up along the Mississippi River
19567,Answer the question concisely with only the answer: why did the united states approach the ussr with a policy of containment? Answer:,To prevent the spread of communism
1548,Answer the question concisely with only the answer: when was the first god of war made? Answer:,2005
19613,Answer the question concisely with only the answer: when was the last time lake powell was full? Answer:,"July 14, 1983"
31612,Answer the question concisely with only the answer: what was the name of the frankish king who formed the holy roman empire? Answer:,Charlemagne
3307,Answer the question concisely with only the answer: when is season 14 of keeping up with the kardashians coming out? Answer:,"October, 2017"
58522,Answer the question concisely with only the answer: who did hector kill in better call saul? Answer:,The good Samaritan
55843,Answer the question concisely with only the answer: whats the song in the look at me video? Answer:,`` Changes '' by British dubstep DJ and record producer Male
61551,Answer the question concisely with only the answer: who appoints judges of supreme court and high court? Answer:,The president
46904,Answer the question concisely with only the answer: if the line-item veto were constitutional how would it affect the balance of power explain? Answer:,"In United States government, The line - item veto, Or partial veto, Is the power of an executive authority to nullify or cancel specific provisions of a bill, Usually a budget appropriations bill, Without vetoing the entire legislative package. The line - item vetoes are usually subject to the possibility of legislative override as are traditional vetoes."
6263,Answer the question concisely with only the answer: who plays wilma's mother in the flintstones? Answer:,Pearl Slaghoople
26905,Answer the question concisely with only the answer: who sings the original jingle bell rock song? Answer:,Bobby Helms
70635,Answer the question concisely with only the answer: what tv show did rainman have to watch? Answer:,Judge Warner
52052,Answer the question concisely with only the answer: who established game management as a profession in the united states? Answer:,"Aldo Leopold and others who sought to transcend the purely restrictive policies of the previous generation of conservationists, Such as anti-hunting activist William T. Workaday"
20309,Answer the question concisely with only the answer: who plays bonnie's grandma on vampire diaries? Answer:,Guy
20075,Answer the question concisely with only the answer: who sang you can always find me in the kitchen at parties? Answer:,Joan Lewis
10433,Answer the question concisely with only the answer: where is there's something about mary filmed? Answer:,"Miami, Florida"
66549,Answer the question concisely with only the answer: which type of chromosome does the female parent give to its offspring? Answer:,X chromosomes
27048,Answer the question concisely with only the answer: what are the neighboring countries of south korea? Answer:,North Korea
74451,Answer the question concisely with only the answer: how much time do boxers get between rounds? Answer:,minute
82751,Answer the question concisely with only the answer: who used to play hope on bold and the beautiful? Answer:,Kimberly Marie `` Kim '' Manual
35394,Answer the question concisely with only the answer: which is the largest tiger reserve in india? Answer:,Nagarjunsagar - Srisailam Tiger Reserve
82642,Answer the question concisely with only the answer: what is the most common symptom of schizophrenia? Answer:,Deficits in cognitive abilities
30874,Answer the question concisely with only the answer: pj harvey down by the water lyrics meaning? Answer:,The story of a woman committing femicide
82167,Answer the question concisely with only the answer: who played uncle fester in the addams family movie? Answer:,Christopher Lloyd
60772,Answer the question concisely with only the answer: who won the world cup the most time? Answer:,Brazil
32126,Answer the question concisely with only the answer: when is an officer justified in using deadly force? Answer:,When the officer reasonably believes the subject poses a significant threat of serious bodily injury or death to themselves or others
84848,Answer the question concisely with only the answer: why do they call it the daniel fast? Answer:,Based on the Biblical Book of Daniel
57085,Answer the question concisely with only the answer: what do nuclear reactions on the sun produce? Answer:,helium
54737,Answer the question concisely with only the answer: the first chancellor and founding father of the west german federal republic was? Answer:,Konrad Adenauer
56202,Answer the question concisely with only the answer: who played dr chase's father on house? Answer:,Patrick Bauhaus
60043,Answer the question concisely with only the answer: what was the purpose of the operation rolling thunder? Answer:,"To boost the sagging morale of the Saigon regime in the Republic of Vietnam, To persuade North Vietnam to cease its support for the communist insurgency in South Vietnam without actually taking any ground forces into communist North Vietnam, To destroy North Vietnam's transportation system, Industrial base, And air defenses, To halt the flow of men and material into South Vietnam"
7039,Answer the question concisely with only the answer: who led the work of the freedmen's bureau? Answer:,Oliver Otis Howard
6703,Answer the question concisely with only the answer: who is the host of big beach builds? Answer:,Marnie Ouster
76444,Answer the question concisely with only the answer: who plays the boyfriend in the bee movie? Answer:,Patrick Barberton
17052,Answer the question concisely with only the answer: who did jason bateman play in the little house on the prairie? Answer:,James Cooper
28153,Answer the question concisely with only the answer: where does the land before time take place? Answer:,The Great Valley
56815,Answer the question concisely with only the answer: where was the winter olympics held in italy? Answer:,"Turin, Piedmont"
780,Answer the question concisely with only the answer: who plays the school nurse in hannah montana forever? Answer:,Christine Taylor
62635,Answer the question concisely with only the answer: the sixteenth century has come to be regarded as the golden age for what vocal style? Answer:,polyphonic
17869,Answer the question concisely with only the answer: who did sweet pea belong to on popeye? Answer:,Popeye
30117,Answer the question concisely with only the answer: first female to drive a car in nigeria? Answer:,"Chief Funnily Ransom - KYTI, MON (/ ˌfʊnmiˈlaɪjoʊ ˈrænsəm multi / ; 25 October 1900 -- 13 April 1978), Otherwise known as Funnily Anikulapo - KYTI"
8600,Answer the question concisely with only the answer: when was the original little shop of horrors made? Answer:,1960
71064,Answer the question concisely with only the answer: share of hydroelectric power in total electricity produced in india? Answer:,13. %
25149,Answer the question concisely with only the answer: who lost his head in the french revolution? Answer:,Louis XVI
61648,Answer the question concisely with only the answer: when did drinking age change to 21 in ny? Answer:,"December, 1985"
